temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,angle_of_incidence,zenith,generated_power_kw
14.08,58,1012.3,0.5,100,245.64,11.02,51.210566,50.310665,586.81734
13.7,59,1012,0.5,100,265.22,16.06,65.371311,61.345363,227.31436
13.25,64,1011.9,0.5,100,189.57,13.51,79.169131,72.184701,17.189091
8.43,93,1008,0.8,100,0,10.11,101.94754,89.409195,130.9478
9.18,92,1007.5,0.3,100,11.57,8.29,87.579966,78.600481,197.91444
10.67,82,1007.7,0,10,129.05,1.8,73.135254,67.304746,254.97361
10.64,78,1007.8,0.3,100,158.42,6.64,58.844129,56.043699,52.402778
10.62,73,1008.3,0.6,100,208.26,6.37,44.915833,45.284561,109.5682
11.06,66,1008.1,0.3,100,276.79,7.34,31.875268,35.82248,414.85
11.04,63,1007.9,0,100,259.88,7.7,21.491882,29.193838,1407.1082
11.16,68,1006.4,1.1,94,254.54,17.25,18.65599,27.585076,2222.263
10.53,67,1006.2,0,63,302.6,21.87,25.779749,31.753694,566.89694
10.16,67,1006.9,0.5,100,347.99,20.61,37.784958,39.935245,705.33226
10.16,67,1006.9,0.8,100,268.78,20.47,51.344107,50.122125,356.45222
8.78,74,1007.6,0.5,100,224.28,24.34,65.474379,61.171592,169.67472
7.35,79,1008.9,0.2,100,123.71,21.22,79.370364,72.107715,13.929464
2.36,94,1013.6,0,2,0,16.49,113.34198,97.64129,2.7432292
1.8,93,1014.1,0,3,0,15.58,101.91381,89.160805,80.946667
2.53,93,1014.6,0,36,20.47,15.19,87.570263,78.367527,413.49556
4.87,85,1014.8,0,100,174.44,16.28,73.146474,67.073225,814.73167
6.32,80,1014.6,0,100,355.11,19.09,58.882659,55.806188,795.97556
7.21,75,1015.3,0,100,525.99,20.63,44.99347,45.030151,459.74
7.98,71,1015.6,0,100,598.97,21.92,32.016751,35.538701,463.59084
8.68,69,1015.1,0,91,751.16,21.39,21.738364,28.878774,679.83611
9.89,66,1014.7,0,24,590.96,21.25,18.969337,27.272545,984.68917
11.66,59,1014.3,0,7,834.82,22.04,26.028005,31.487418,1169.5914
12.2,57,1014.7,0,4,851.73,22.45,37.961927,39.717908,1817.055
12.44,56,1014.2,0,1,767.18,22.66,51.475816,49.935597,1210.2673
12.05,58,1014.4,0,10,492.17,23.42,65.575461,60.999322,661.67028
11.54,59,1014.7,0,10,445.89,23.44,79.929502,72.313397,60.689444
5.22,86,1019.1,0,45,0,8.09,114.19494,98.010606,5.7468468
4.82,94,1019.5,0,37,0,6.76,101.88218,88.917224,172.78694
5.54,92,1019.7,0,100,24.92,3.26,87.562276,78.138632,522.29
7.54,84,1019.5,0,100,169.1,3.24,73.159677,66.846043,1183.0022
9.34,74,1018.9,0,100,323.07,5.6,58.923357,55.573271,1596.0814
10.38,66,1019.1,0,100,440.55,13.71,45.073379,44.780583,1740.236
10.84,63,1018.6,0,73,445.89,13.91,32.160209,35.259818,1976.1534
12.81,54,1017.6,0,100,664.83,13.32,21.984587,28.568171,1554.0867
14.63,48,1017.4,0,100,709.33,11.52,19.279112,26.963868,1770.1286
15.04,48,1017,0,100,639.91,11.54,26.273654,31.224546,906.894
13.83,54,1017.3,0,100,305.27,12.54,38.136958,39.503303,442.64339
14.06,53,1016.5,0,100,330.19,9.03,51.605604,49.751107,131.53167
14.85,49,1016.1,0.1,100,340.87,6.85,65.674485,60.828567,147.91361
5.94,89,1018.7,0,100,0,12.03,113.25051,97.136229,0.23489583
4.59,88,1019,0,67,0,8.4,101.85289,88.678815,87.866667
4.89,85,1019.9,0,0,24.92,9.18,87.556035,77.913892,374.96
7.1,67,1019.3,0,0,186.9,13.24,73.174862,66.62328,674.08814
8.96,53,1018.9,0,0,378.25,17.07,58.966188,55.345026,1615.2597
10.47,48,1019.2,0,0,557.14,17.07,45.155477,44.535938,2560.7287
12,44,1018.3,0,0,707.55,18.33,32.305471,34.985913,2808.3628
13.21,38,1017.9,0,0,823.25,18.33,22.230292,28.262096,2879.6863
14.63,40,1018.7,0,0,886.44,19.6,19.585115,26.659074,2799.6825
15.33,40,1018.7,0,0,900.68,19.11,26.516503,30.965077,2564.0957
15.81,39,1018.4,0,0,861.52,18.67,38.3099,39.291417,2105.4054
16.11,40,1018.1,0,0,769.85,18.16,51.733359,49.568647,1318.5103
16.07,41,1018.2,0,0,644.36,17.94,65.771367,60.659326,579.3769
15.53,42,1018.1,0,1.2,479.71,16.92,80.078258,71.976913,27.965278
8.48,87,1020.3,0,100,0,1.94,101.82606,88.445763,69.524911
9.06,85,1020.1,0,100,25.81,2.52,87.55157,77.693408,572.78167
11.33,74,1020.4,0,100,181.56,3.62,73.192024,66.405016,1294.7433
14.01,55,1019.7,0,100,290.14,11.44,59.011109,55.121519,1886.5753
16.14,46,1019.5,0,12,521.54,16.65,45.239659,44.296268,2194.0856
17.28,48,1019.1,0,39,682.63,17.87,32.452319,34.717014,2469.2536
17.41,51,1018.6,0,100,642.58,19.77,22.475088,27.960515,2282.4732
18.37,48,1018.8,0,5.1,849.95,13.76,19.886971,26.358074,1932.9677
19.16,48,1018.4,0,7.2,842.83,14.77,26.756291,30.708936,2224.6013
19.25,49,1018.7,0,100,752.94,13.55,38.480582,39.082204,1975.2604
19.57,49,1017.5,0,100,577.61,14.28,51.858962,49.388191,1128.8408
19.59,49,1017.4,0,100,398.72,15.95,65.866022,60.491597,536.80778
19.15,51,1017.7,0,10,252.76,15.94,80.149191,71.810522,59.42
8.32,96,1018.6,0,100,0,4.02,112.91853,96.470926,11.070847
8.48,95,1018.8,0,100,0,3.96,101.80189,88.218357,95.635
9.4,89,1018.2,0,100,13.35,3.96,87.548907,77.477252,439.5425
12.28,77,1017.2,0,100,105.02,1.3,73.211163,66.191326,470.80917
15.87,49,1016.9,0,53,303.49,9.89,59.058094,54.90284,869.50861
17.31,42,1017.2,0,100,499.29,10.51,45.325869,44.061692,455.37185
18.18,40,1016.4,0,100,574.94,9.5,32.600673,34.453298,502.03692
18.72,40,1016.1,0,100,445.89,10.95,22.719003,27.663685,897.73583
19.07,53,1016.2,0,100,579.39,17.87,20.184883,26.061122,700.1728
19.46,54,1015.7,0,100,597.19,21.76,26.993005,30.456268,661.93226
18.98,56,1015.8,0,100,396.05,23.19,38.648913,38.875718,250.05851
18.65,59,1015.9,0,100,361.34,23.33,51.982327,49.209757,124.09974
17.2,65,1016.7,0,100,411.18,20.66,65.958381,60.325387,249.33499
17.64,65,1016.6,0,100,315.95,16.49,80.217711,71.645348,66.485683
12.78,87,1015,0,100,0,10.08,114.08322,97.072392,6.7970833
12.65,87,1014.4,0,100,0,10.44,101.78056,87.996838,125.00493
13.72,84,1014.6,0,100,27.59,9.37,87.54807,77.265511,555.27081
16.46,72,1014.3,0,100,179.78,5.01,73.232274,65.982286,1196.9183
18.44,64,1013.8,0,81,364.01,4.38,59.107106,54.689059,1807.6767
20.21,59,1013.6,0,3.6,538.45,7.17,45.414021,43.832283,1628.6581
20.87,58,1013,0.1,48,517.98,7.39,32.750373,34.19485,2018.105
22.03,53,1012.1,0.2,10,454.79,7.57,22.961827,27.37169,2047.0364
23.39,48,1012.4,0,61,621.22,13.48,20.478715,25.768269,2033.9836
24.07,46,1011.4,0,100,836.6,14.12,27.226491,30.207083,1395.2551
24.49,37,1010.8,0,13.5,727.13,18.86,38.81476,38.671952,989.79611
24.76,29,1010.1,0,9.3,743.15,20.46,52.10335,49.033337,968.62417
24.34,26,1010.1,0,30,610.54,20.43,66.048366,60.160697,353.79167
23.32,30,1010.6,0,30,455.68,20.12,80.283765,71.481404,59.907764
11.88,34,1012.3,0,100,0,9.69,101.76215,87.781368,47.742359
12.59,34,1011.6,0,100,14.24,11.59,87.549084,77.058274,89.971022
15.14,38,1011.4,0,100,85.44,11.46,73.255348,65.777967,225.41778
17.5,47,1011.3,0,100,169.1,14.69,59.158097,54.48024,582.30111
17.54,49,1011.7,0,100,166.43,11.53,45.504013,43.608096,594.4933
19.1,54,1011.1,0,100,228.73,9.73,32.90122,33.941712,276.84867
19.11,59,1011.6,0.2,100,249.2,20.01,23.20324,27.084528,345.75664
18.26,62,1011.6,0,100,273.23,16.45,20.768177,25.479463,278.36111
18.77,57,1011.1,0,100,273.23,17.53,27.456526,29.961329,379.92972
18.66,60,1011.3,0.4,100,211.82,19.21,38.977965,38.470867,133.86937
17.38,67,1011.4,0.5,100,196.69,21.67,52.22192,48.858909,145.63981
17.37,65,1011.3,0,100,270.56,20.19,66.135897,59.997524,15.179863
16.96,65,1011.1,0,100,221.61,17.67,79.036087,70.286424,1.2578231
9.13,59,1009.6,0,0,0,19.85,101.74681,87.572147,50.925278
10.55,55,1008.5,0,100,37.38,20.88,87.55197,76.85561,354.58506
14.35,48,1008,0,100,187.79,28.5,73.280381,65.578438,397.51503
15.48,49,1007.3,0,100,214.49,32.45,59.211036,54.276459,468.02361
16.98,50,1007,0,100,349.77,35.82,45.595779,43.389229,713.43944
18.49,51,1006.5,0,65,518.87,37.14,33.053116,33.694026,1311.1116
19.22,50,1005.6,0,30,746.71,37.8,23.443221,26.802409,796.75314
20.79,35,1004.5,0,30,784.98,39.52,21.053385,25.194906,799.65878
21.14,34,1004,0,30,813.46,41.09,27.683077,29.719112,932.53715
21.03,30,1003.6,0,30,779.64,42.69,39.138437,38.272496,1469.5648
20.71,30,1002.4,0,30,709.33,45.42,52.337953,48.686481,1253.2856
20.31,31,1001.8,0,13.5,627.45,49.97,66.220909,59.835872,512.43434
18.9,41,1002.2,0,24,484.16,50.03,80.408265,71.157269,42.029148
7.63,87,1012.3,0,100,0,17.07,101.73445,87.369082,63.6375
6.9,83,1013.2,0,16,24.03,13.51,87.556746,76.657616,495.92664
7.28,80,1014,0,10,169.99,14.53,73.307354,65.383768,1094.0866
8.02,76,1014.4,0,100,315.06,14.9,59.265862,54.077763,1940.65
9.05,69,1014.8,0,65,408.51,13.98,45.689189,43.175704,2182.0626
10.63,59,1014.1,0,32,525.1,11.92,33.205798,33.451764,2754.425
12.84,51,1013.5,0,5,813.46,9.69,23.681281,26.525189,2614.952
14.46,44,1013.6,0,42,894.45,6.95,21.333797,24.914366,2256.499
14.91,41,1013.3,0,10,728.91,5.96,27.905797,29.480263,1259.8394
15.47,40,1013.5,0,10,479.71,6.13,39.29598,38.07675,852.74667
15.28,42,1012.5,0,92,370.24,9.16,52.451323,48.516013,423.58195
15.02,43,1012.6,0,100,289.25,9.79,66.303316,59.675734,112.32333
14.82,42,1013.2,0,24,225.17,10.3,80.46661,70.99711,52.957773
14.51,42,1012.9,0,46,181.56,13.83,89.509425,78.095786,0.026041667
5.61,91,1019.7,0,100,0,11.01,114.3895,96.459356,15.741288
5.13,93,1020,0,100,0,10.25,101.72526,87.172409,209.16194
5.15,91,1020.2,0,100,16.91,9.02,87.563432,76.464326,633.5775
6.29,83,1020.5,0,100,122.82,7.15,73.336275,65.194019,1365.0264
8.12,69,1020,0,100,350.66,5.59,59.32257,53.88425,1997.4542
10.2,61,1019.7,0,4,560.7,5.45,45.784241,42.967684,2469.7558
12.77,51,1018.6,0,0,736.03,4.02,33.359349,33.215242,2703.4781
15.12,43,1017.8,0,0,849.95,4.58,23.917891,26.253441,2766.9354
16.65,33,1018,0,0,914.03,3.22,21.610193,24.638492,2553.4117
17.8,31,1017.6,0,0,924.71,4.61,28.124982,29.245163,2401.0383
18.5,30,1017.2,0,0,881.99,5.8,39.45062,37.883783,1926.1174
18.83,30,1016.9,0,0,790.32,7.29,52.561996,48.347559,1331.0583
18.74,30,1016.6,0,0,661.27,6.92,66.383076,59.517127,500.15444
18.32,31,1016.4,0,0,498.4,5.04,80.522298,70.838228,7.5130556
7.58,45,1018.8,0,100,0,15.88,114.34066,96.225722,10.869697
7.36,46,1018.4,0,100,0,16.24,101.71885,86.981664,174.86523
9.29,47,1018,0,10.8,44.5,17.64,87.57204,76.27585,543.31698
13.64,36,1018.1,0,29,224.28,21.61,73.367109,65.009255,910.83212
16.1,29,1017,0,0,408.51,23.4,59.381072,53.695943,2005.7647
18.01,27,1016.9,0,0,577.61,23.78,45.880754,42.765134,2477.9514
19.5,26,1016,0,0,722.68,23.8,33.513379,32.984299,2727.1328
20.91,24,1014.7,0,0,830.37,24.34,24.15223,25.98676,2781.5295
21.75,22,1014.3,0,0,897.12,25.81,21.881586,24.366743,2526.3101
22.59,22,1013.6,0,0,909.58,25.77,28.34008,29.013454,2177.2035
22.83,22,1013.4,0,0,869.53,27.55,39.602091,37.693425,2029.0572
22.75,24,1012.6,0,0,780.53,27.24,52.669819,48.181048,1384.3792
22.45,26,1012.6,0,0,628.34,24.96,66.460096,59.360039,570.92957
21.73,28,1012.4,0,0,493.06,23.4,80.575276,70.68066,21.3225
6.3,90,1018.8,0,100,0,10.03,114.90111,96.418809,12.464966
9.28,88,1019.2,0,100,0,12.9,101.71517,86.796758,117.29835
9.5,86,1019.3,0,100,34.71,13.2,87.582582,76.092234,590.45735
10.38,77,1020,0,11,210.93,16.1,73.39985,64.829533,766.3968
12.22,67,1020.7,0,10,308.83,20.29,59.44134,53.512916,1454.5389
13.94,57,1021,0,0,562.48,21.79,45.978684,42.568167,1513.743
15.24,51,1020.8,0,5,695.98,20.87,33.667866,32.759138,1580.4333
16.51,48,1020,0,0,833.93,20.3,24.384483,25.725502,2692.6499
18.1,41,1020.8,0,0,898.9,21.89,22.148353,24.099501,2624.6956
18.66,41,1020.9,0,0,914.03,20.02,28.551197,28.785351,2420.1239
19.09,40,1020.9,0,0,876.65,18.44,39.750361,37.505755,1995.3142
19.28,40,1020.6,0,0,789.43,17.38,52.77474,48.01651,1292.5064
19.1,41,1020.7,0,0,662.16,17.1,66.534329,59.204482,380.9475
18.48,46,1020.9,0,0,499.29,16.6,80.625509,70.524413,49.129722
7.07,96,1025.7,0,0,0,6.49,114.98163,96.281857,3.9043333
6.86,95,1026.1,0,100,0,7.21,101.71394,86.617377,102.60722
8.12,93,1025.5,0,100,34.71,6.64,87.57589,75.897761,589.25689
10.93,84,1025.1,0,0,208.26,6.12,73.41274,64.636924,1311.2027
14.79,69,1024.4,0,0,406.73,4.69,59.483266,53.318733,1930.4323
17.69,53,1024.5,0,0,582.06,6.21,46.059253,42.361997,2366.7556
19.47,44,1023.7,0,0,728.91,6.49,33.810102,32.530742,2612.2005
20.85,38,1022.7,0,1.5,835.71,6.15,24.618757,25.47344,2698.9019
22.43,37,1023.1,0,0,901.57,4.9,22.431833,23.852433,2537.5612
23.26,36,1022.6,0,0,913.14,7.9,28.781946,28.579918,2214.1185
23.74,34,1022.2,0,0,873.09,9.22,39.918019,37.339596,1883.0614
23.9,34,1021.5,0,0,784.98,9.16,52.898855,47.87214,1363.6277
23.99,35,1021,0,0,656.82,7.9,66.628239,59.068458,550.26976
23.9,36,1021.3,0,0.9,498.4,7.2,80.695512,70.386762,27.991667
13.8,64,1022.7,0,100,0,24.38,114.69992,95.896852,1.4114583
13.2,66,1022.6,0,100,0,25.23,101.71493,86.443207,82.30056
13.93,61,1022.5,0,65,50.73,27.85,87.609488,75.73985,552.97472
15.55,56,1023.4,0,32,228.73,30.04,73.470953,64.485433,1305.432
17.68,50,1022.8,0,18,412.96,29.87,59.556129,53.154071,1811.2225
19.78,44,1022.8,0,23,578.5,29.44,46.17837,42.191169,2217.4653
21.55,39,1022.5,0,4.2,716.45,28.66,33.977531,32.326374,2560.193
23,35,1021.5,0,2.7,821.47,27.05,24.84189,25.219441,2553.3159
24.75,33,1020.6,0,30,871.31,23.5,22.667339,23.578585,2503.9511
25.73,29,1020.2,0,5.4,891.78,23.04,28.960883,28.339902,2153.6072
26.55,25,1019.7,0,6.9,859.74,21.71,40.036816,37.138416,1804.2872
26.77,24,1019.1,0,8.1,777.86,19.48,52.975525,47.693327,1218.5891
26.67,23,1018.6,0,11.7,657.71,17.99,66.674197,58.898,499.41111
26.23,24,1018.6,0,60,483.27,16.65,80.717608,70.215989,64.070626
12.35,49,1021.9,0,23.1,0,22.2,114.66372,95.686203,11.303125
11.43,53,1022,0,9.9,0,22.91,101.71795,86.274034,164.66722
13.48,50,1021.7,0,5.1,55.18,24.39,87.625848,75.571196,556.34486
16.43,43,1021.9,0,2.7,235.85,26.41,73.509253,64.321149,1195.6875
18.72,37,1021.3,0,0.9,418.3,25.77,59.632145,52.995988,1923.5064
21.1,31,1021.3,0,4.8,586.51,25.07,46.279915,42.011231,2273.3067
23.13,28,1020.5,0,6.6,724.46,24.5,34.132394,32.118897,2555.1069
24.62,26,1019.4,0,6.9,827.7,24.29,25.066714,24.974799,2557.7281
26.53,26,1019.5,0,1.5,885.55,20.77,22.919356,23.325022,2551.011
27.24,25,1019.1,0,4.5,898.9,20.9,29.159224,28.122587,2291.1858
27.8,22,1018.7,0,23.4,858.85,21.86,40.174799,36.958746,1922.0092
27.71,22,1018.1,0,30,759.17,20.77,53.07124,47.53469,1205.6225
27.59,22,1017.9,0,0,654.15,20.01,66.739735,58.747106,508.30167
26.97,23,1018,0,0,506.41,19.51,80.759423,70.063873,35.650556
12.84,51,1021.7,0,6.9,0,12.98,115.35318,95.983711,5.3657407
12.41,54,1021.7,0,7.5,0,12.73,101.72282,86.109672,121.5975
13.75,58,1022.1,0,8.7,57.85,10.9,87.644129,75.407634,561.84361
17.62,52,1022.6,0,6.9,239.41,6.84,73.549331,64.162097,1260.2181
21.62,40,1021.7,0,0.6,421.86,3.1,59.698856,52.834528,1859.9357
24.07,33,1021.6,0,0,590.07,6.03,46.38244,41.837048,2259.7003
26.03,27,1021.1,0,0,735.14,8.16,34.287051,31.917421,2469.4202
27.45,25,1020.4,0,0,843.72,11.97,25.288708,24.735829,2510.7372
28.57,23,1020.5,0,0,903.35,11.89,23.16622,23.076102,2399.9681
29.51,21,1020.2,0,0,914.03,9.78,29.353068,27.908887,2154.3533
30.17,20,1020.1,0,0,873.09,6.99,40.309153,36.781743,1736.0057
30.46,20,1019.4,0,0,784.09,3.05,53.163747,47.378035,1065.6464
30.48,20,1019.3,0,0,658.6,6.11,66.802286,58.597808,466.05391
29.7,22,1019.6,0,0,500.18,10.32,80.798392,69.913206,81.069167
19.06,27,1022.2,0,100,0,13.8,114.35375,95.109918,5.0130435
18.5,29,1022.1,0,100,0,14.42,101.72944,85.950009,161.31064
19.05,36,1021.7,0,78,37.38,15.12,87.664311,75.249201,436.6561
22.98,35,1021.7,0,22,232.29,18,73.591141,64.008306,744.5926
27.01,24,1020.9,0,21,417.41,22.88,59.767,52.678547,1248.6502
28.52,20,1021.3,0,100,544.68,27.69,46.485842,41.668663,1445.6464
29.91,16,1020.2,0,100,614.99,30.68,34.441377,31.722031,1625.2283
30.84,13,1019.7,0,100,704.88,30.26,25.507808,24.502682,1495.2006
31.47,11,1021.3,0,28,871.31,24.22,23.407965,22.831981,1802.4222
31.94,10,1020.1,0,11.7,902.46,25.26,29.542384,27.698883,1904.6986
31.89,11,1020.1,0,37,863.3,25.7,40.439821,36.607443,1357.6467
32.01,9,1019.3,0,58,711.11,22.13,53.252999,47.223388,820.52917
31.65,9,1018.7,0,66,658.6,24.22,66.861825,58.450137,327.36361
30.48,12,1019.4,0,94,493.06,24.12,80.834511,69.764029,91.668978
28.31,19,1019.6,0,30,325.74,20.17,90.949316,77.745292,0.003846154
15.5,35,1018.8,0,100,0,8.15,114.80964,95.256111,27.778667
15.39,34,1018.5,0,100,0,2.52,101.73772,85.794994,235.90556
14.87,42,1019.1,0,49,60.52,5.9,87.686365,75.095935,664.31
17.69,40,1019,0,81,237.63,8.4,73.634625,63.859801,1255.5621
19.92,35,1018.5,0,98,411.18,11.73,59.836482,52.52806,1613.4406
22.6,25,1018.3,0,4.8,582.95,15.38,46.589979,41.506085,2293.4428
22.57,23,1017.7,0,4.5,728.02,19.77,34.595168,31.532731,2520.9164
22.89,26,1017.1,0,0,831.26,21.89,25.723764,24.27535,2580.5132
23.64,25,1017.2,0,3.9,910.47,23.78,23.644377,22.592624,1932.2233
23.83,25,1016.4,0,30,897.12,25.86,29.727015,27.492548,1442.9844
23.11,29,1016.4,0,100,800.11,27.66,40.566703,36.435838,773.83598
21.56,35,1015.8,0,100,590.96,27.53,53.338937,47.070764,1452.4154
20.14,38,1016.3,0,100,417.41,27.53,66.918325,58.304127,521.22583
19.03,40,1017,0,0,420.97,28.8,80.86778,69.616394,107.45476
17.08,43,1016.9,0,0,328.41,28.28,90.026925,76.863914,0.00462963
1.77,90,1025.4,0,17.4,0,18.36,115.50979,95.573834,1.2684524
0.99,85,1026.4,0,13.2,0,18.36,101.74757,85.64453,85.160466
2.53,71,1026.4,0,12.3,65.86,21.24,87.710256,74.947842,573.69139
4.49,62,1026.5,0,12.9,249.2,25.98,73.679729,63.716593,1359.0201
6.73,58,1026.1,0,15,430.76,29.48,59.907233,52.383087,2017.5687
9.09,52,1025.3,0,11.4,597.19,31.07,46.694773,41.349369,2481.4439
11.27,48,1023.9,0,6.3,736.92,30.43,34.748385,31.349667,2752.6902
13.07,44,1023.5,0,3.6,839.27,28.39,25.936729,24.054154,2820.1681
15.31,42,1023.2,0,0,914.03,27.32,23.875769,22.35841,2715.1876
16.31,40,1023.1,0,0,925.6,27.56,29.907092,27.290093,2450.7759
16.97,40,1023.2,0,0,886.44,25.84,40.689813,36.267024,2009.0583
17.24,40,1022.7,0,0,799.22,24.83,53.421557,46.920217,1386.0344
17.31,41,1022.7,0,0,672.84,24.19,66.971789,58.159823,546.20371
17.06,42,1023.1,0,0,512.64,24.63,80.898215,69.470347,16.161681
1.78,92,1030.6,0,0,0,9.47,115.72744,95.56,0.52844828
1.41,93,1030.7,0,0,0,9.37,101.75897,85.49866,90.211685
3.96,87,1030.8,0,0,60.52,10.5,87.73594,74.804956,568.82833
6.43,73,1030.3,0,0,241.19,15.18,73.726377,63.578694,1346.0059
9.23,59,1028.9,0,0,428.98,20.29,59.97914,52.243626,1995.2047
11.73,50,1028.5,0,0,602.53,24.68,46.80006,41.198494,2439.0145
13.86,44,1027.5,0,0,747.6,25.62,34.900782,31.172795,2703.1475
15.7,40,1026.6,0,0,855.29,28.5,26.146356,23.838996,2758.105
17.51,37,1027.4,0,0,922.93,28.66,24.101788,22.12919,2656.4206
18.94,35,1026.4,0,0,933.61,28.76,30.082388,27.091425,2411.9836
19.92,34,1026.2,0,0,893.56,27.16,40.809036,36.100972,1966.9786
20.34,35,1025.5,0,0,804.56,26.87,53.500802,46.77176,1355.9244
20.19,35,1025.3,0,0,679.07,26.71,67.022197,58.017267,533.66225
19.52,38,1025.9,0,0,517.98,26.28,80.925827,69.325952,16.030659
6.38,95,1028.4,0,100,0,5.63,115.70198,95.382748,1.1951149
5.95,95,1028.3,0,100,0,5.15,101.77193,85.357484,95.905438
6.31,92,1027.8,0,100,48.06,3.55,87.763365,74.667298,585.48661
8.27,81,1027.3,0,89,217.16,3.67,73.774488,63.446108,1319.4406
11.49,67,1025.9,0,4,426.31,6.16,60.052088,52.109667,1943.9706
14.62,56,1025,0,0,599.86,10.48,46.905678,41.053439,2400.2092
16.6,51,1024.1,0,0.3,743.15,13.44,35.052128,31.00208,2645.6467
18.38,47,1022.9,0,0,841.05,15.14,26.352356,23.629814,2687.9616
22.03,36,1021.1,0,0,916.7,14.81,24.322193,21.90489,2604.9215
22.97,33,1020.4,0,0,929.16,15.63,30.25275,26.896509,2360.6028
23.48,32,1020,0,0,890,15.19,40.924282,35.937684,1919.8441
23.7,31,1018.6,0,0,802.78,14.51,53.57663,46.625422,1305.4942
23.62,31,1018.8,0,0,676.4,14.58,67.069541,57.876508,502.9525
23.09,33,1018.7,0,0,516.2,14.69,80.950636,69.183279,32.16275
21.95,37,1017.8,0,0,336.42,14.62,91.009398,77.147982,0.003205128
9.42,75,1017.7,0,0,0,18,115.80698,95.29951,0.81440678
8.17,82,1017.5,0,0,0,18.01,101.78642,85.221009,83.561389
11.94,66,1016.9,0,8.4,70.31,18.36,87.792478,74.534868,547.81463
16.64,52,1016,0,6.6,250.09,18.72,73.823988,63.318831,1254.81
19.38,43,1014.9,0,9,428.98,15.12,60.125978,51.981205,1737.1549
22,37,1014.5,0,4.8,592.74,7.57,47.011506,40.914213,2259.8092
24.02,31,1013.3,0,1.2,726.24,2.41,35.202306,30.837578,2370.7738
24.97,28,1012.5,0,0.6,825.92,8.44,26.554699,23.426758,2650.4372
25.44,26,1012.7,0,4.8,881.99,16.6,24.537048,21.685687,2469.0558
25.77,26,1011.6,0,1.5,894.45,14.62,30.418182,26.705447,1565.441
25.82,26,1010.8,0,10,833.04,13.04,41.035531,35.777216,1434.9833
25.76,26,1009.8,0.1,10,736.92,11.97,53.649031,46.481249,955.55222
24.45,27,1009.5,0.3,10,538.45,12.56,67.11383,57.7376,507.94874
24.85,26,1009.1,0.2,10,323.07,14.69,80.972669,69.042389,77.442222
23.9,27,1008.7,0,10,316.84,15.48,91.133841,77.093015,0.050617284
4.1,79,1014.4,0,15,0,12.78,113.97696,93.866278,5.555303
3.21,79,1015,0,0,0,11.97,101.80242,85.089249,170.79606
5.42,79,1014.6,0,100,63.19,15.54,87.823224,74.407666,391.11306
6.44,83,1014.5,0,100,170.88,18.39,73.874797,63.196856,714.60694
9.04,69,1013.5,0,100,285.69,22.38,60.20071,51.858232,925.16472
9.73,70,1014,0,100,360.45,23.84,47.117423,40.780817,571.08265
10.61,67,1013.5,0,100,358.67,25.16,35.351188,30.679332,625.90398
11.64,62,1013.3,0,100,555.36,27.32,26.753332,23.229957,500.10215
15.68,49,1013.4,0,7,893.56,28.19,24.74639,21.471742,1011.8619
16.39,45,1013.3,0,0,920.26,28.99,30.578683,26.51833,1895.3119
16.72,41,1013.6,0,0,894.45,29.69,41.142762,35.619621,1255.0305
16.4,38,1013.2,0,0,813.46,30.96,53.717994,46.339292,1204.198
15.68,37,1013.4,0,0,690.64,30.43,67.155072,57.600596,590.33556
14.44,40,1014.1,0,0,532.22,30.28,80.991957,68.903345,27.397222
12.56,46,1015.1,0,0,351.55,29.52,91.255751,77.040056,0.006577885
0.41,94,1024,0,100,0,6.92,115.77848,94.981686,7.1770372
0.27,94,1024.2,0,100,0,6.64,101.81993,84.962307,122.06195
1.33,90,1024.1,0,100,58.74,7.2,87.855544,74.285704,618.955
3.57,75,1023.6,0,4,245.64,10.37,73.92683,63.080177,1155.0569
6.28,60,1022.7,0,33,445,14.66,60.276166,51.740729,1894.0586
8.65,51,1022.3,0,61,601.64,19.34,47.223269,40.653221,2427.1861
10.87,44,1021,0,1.5,747.6,20.12,35.498563,30.527305,2691.2331
12.47,39,1020,0,2.1,853.51,19.72,26.948003,23.039359,2652.6202
13.86,37,1020.2,0,0,922.93,20.28,24.949988,21.262983,2640.1774
14.75,35,1020,0,3,933.61,20.43,30.734095,26.335122,2247.3027
15.19,34,1019.8,0,25.5,869.53,21.13,41.24589,35.464903,1673.1908
15.28,34,1019.2,0,3.3,792.99,20.97,53.783485,46.199582,1244.1789
15.2,35,1019,0,3.9,676.4,19.93,67.193268,57.465552,534.79745
